asin,title,price_value,rating,helpfulVoteCount,sentiment_score,liked
B07M6SSQXH,"Burt's Bees Baby Boys' Sleep & Play PJs, 100% Organic Cotton One-Piece Zip Front Jumpsuit, Baby Boys Footie Pajamas & PJs",14.95,4.9,0,0.22239467592592593,1
B07NDP7ZTX,Real Essentials 5 Pack: Men's Mesh Athletic Basketball Shorts Quick Dry Activewear with Pockets,33.99,4.6,2,0.3616286356023098,1
B07NHW8Z3N,Kingsted T-Shirts for Men Pack - Royally Comfortable - Super Soft Premium Fabric - Well-Crafted Classic Tee,39.992,4.6,25,0.26776903714294065,1
B07NSQNLPB,Tommy Hilfiger Chino Pants Custom Fit,53.3233,4.6,15,0.45766686521150807,1
B07NWZ6PBF,Real Essentials 4 Pack: Men's Dry-Fit UV Moisture Wicking UPF 50+ SPF Sun Protective Fishing Hiking Active Long Sleeve Shirt,34.993,4.7,6,0.2556458818958819,1
B07NX8H7QZ,Haggar Men's Iron Free Premium Khaki Classic Fit Pleat Front Expandable Waist Casual Pant (Regular and Big & Tall Sizes),35.782,4.666666666666667,0,0.41637844611528824,1
B07P7XLJDF,"Royal Kurta Mens Polyviscose Bandhgala Kneelong Sherwani (40, Black)",100.0,1.0,2,-0.025,0
B07PLVGLW8,Levi's Women's 311 Shaping Skinny Jeans (Also Available in Plus),48.653,4.75,21,0.3726078869047619,1
B07PNRZFKQ,Under Armour Men's Woven Vital Pants,32.192,4.5,16,0.3156795634920635,1
B07PPXVTXJ,Under Armour Men's Tech Golf Shorts,39.9633,4.888888888888889,0,0.28503738636091575,1
B07PQSW7V9,Lugz Men's Clipper Fashion Sneaker,24.985,4.5,2,0.2652037037037037,1
B07PZ8M9H4,Amazon Essentials Men's Heavyweight Hooded Puffer Coat,41.5432,4.9,45,0.2953618253968254,1
B07QL1H7KS,Levi Strauss Signature Gold Women's Mid-Rise Slim Fit Capris (Available in Plus Size),27.99,4.6,34,0.311265522875817,1
B07QPQLW34,Gerber baby-boys 5-pack Short Sleeve Variety Onesies Bodysuits,15.99,4.9,0,0.5339668560272728,1
B07QPQLWYB,Gerber Baby Girls' 5-Pack Short Sleeve Variety Onesies Bodysuits,15.99,4.875,6,0.3962586805555555,1
B07QPVWZKK,Nautica Men's Cotton Woven 3 Pack Boxer,15.512200000000002,3.8,32,0.2772553167731739,1
B07QZZ1LSG,"New Balance Men's 6"" Premium Performance Boxer Brief with Fly Front (3 Pack)",18.98,4.9,35,0.3238432824485456,1
B07R1J9J3J,"MIER Men's Workout Running Shorts Quick Dry Active 5 Inches Shorts with Pockets, Lightweight, Breathable",18.9914,4.6,4,0.215004515150026,1
B07RDL93KQ,"Hanes Mens 2 Pack Cotton Sleep Short, 7.5"" Inseam, Comfortable and Breathable, Assorted Colors",18.7111,4.7,2,0.4178621933621933,1
B07RFNMYS4,Nike Men's Flex Control TR3 Sneaker,60.727,4.6,2,0.2577377172758125,1
B07S2D47L8,Carhartt Men's Relaxed Fit Washed Duck Sherpa-Lined Utility Jacket,139.99,4.8,40,0.29113739050098697,1
B07S2D56H6,Carhartt Men's Relaxed Fit Duck BlanketLined Detroit Jacket,109.99,5.0,0,0.2375496031746031,1
B07SH9F51B,Lee Women's Ultra Lux Comfort with Flex Motion Trouser Pant,36.9914,4.8,108,0.24364739906737407,1
B07SN9RS13,Women's Floral Print Puff Sleeve Kimono Cardigan Loose Cover Up Casual Blouse Tops,13.99,4.4,832,0.25923403679177487,1
B07TF5NCTY,MAGCOMSEN Men's Polo Shirt Quick Dry Performance Short Sleeve Tactical Shirts Pique Jersey Golf Shirt,24.9831,4.6,78,0.19721679981516416,1
B07VCLR2ZS,"Mens White Single (4Mulam) Cotton Dhoti with Jari Border (Pack of 1 Dhoti, Size- 1.30X2.00 Mtrs)",17.89,3.9,0,0.33153388277619045,1
B07VKTGVV5,Hudson Baby Baby Girls' Cotton Dress and Cardigan Set,12.4911,5.0,0,0.45625000000000004,1
B07VPH7GTM,TACVASEN Men's Bomber Jacket Lightweight Casual Spring Fall Windbreaker Zip Up Coat with Pocket,39.9829,4.5,33,0.33833229022961164,1
B07VQJ8QGP,TACVASEN Men's Jackets-Bomber Jacket Fall Winter Warm Windbreaker Full Zip Casual Padded Coats,39.982,4.7,91,0.3602817646158555,1
B07VTSD48H,5 Pack Men’s Active Quick Dry Crew Neck T Shirts | Athletic Running Gym Workout Short Sleeve Tee Tops Bulk,39.9533,4.8,10,0.3532607219169719,1
B07XJ6M8GT,"Amazon Essentials Mens Underwear Boxer Briefs, Comfortable Cotton, Tag-Free, Pack of 5",18.0,4.6,20,0.3305604673104673,1
B07Y2KBF2W,Simple Joys by Carter's Baby 3-Pack Snap-up Rompers,21.5,4.9,2,0.3634048271720969,1
B07YHG62J6,THE GYM PEOPLE Mens' Fleece Joggers Pants with Deep Pockets in Loose-fit Style,26.9931,4.6,50,0.2561065441677569,1
B07YNY69X6,"SHAPERMINT Shapewear for women - High-Waisted Shapewear Tummy Control Shorts, Faja body shaper, underwear for women",25.99,4.25,332,0.15206053347059445,1
B07ZHXGYVG,"MAGCOMSEN Men's Hooded Windproof Water Resistant Rain Jacket Windbreaker 5 Pockets for Hiking,Fishing,Travel",40.7843,4.6,18,0.32776489732489733,1
B07ZLM669B,Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes,42.9912,4.8,30,0.31290023612750884,1
B07ZPQ8VDN,"Simple Joys by Carter's Baby Boys' 2-Way Zip Thermal Footed Sleep and Play, Pack of 2",15.588,4.9,0,0.35304654195011337,1
B07ZPQHFLC,Simple Joys by Carter's Baby Boys' 2-Pack Fleece Footed Sleep and Play,17.249,4.8,0,0.3356940836940837,1
B07ZSCB99R,adidas Men's Daily 3.0 Sneaker,39.8139,5.0,2,0.2851851851851852,1
B0823DJNPR,The Children'S Place Boys Basic Long Sleeve Tee,59.95,4.9,9,0.46154676870748296,1
B082DLPZTR,Levi's Mens Boxer Briefs Breathable Stretch Underwear 4 Pack,18.99,4.5,9,0.24203839680268252,1
B082F1D3Z6,Outdoor Ventures Men's Lightweight Packable Puffer Winter Jacket Insulated Puffy Coat for Snow Ski Hiking Travel,55.989999999999995,4.5,21,0.3050792497485679,1
B082TJ32DM,Volcom Men's Vmonty Stretch 22,24.0052,4.8,21,0.28012776081241986,1
B0832F9PRH,TASAMO Women's Casual Round Neck Basic Pleated Top Cap Sleeve Curved Keyhole Back Chiffon Blouse,20.9913,4.5,3,0.21890737411589947,1
B08354NT7W,Women's Banarasi Silk Blend Woven Zari With Tussles Saree and Jacquard Woven Blouse Piece,43.28,3.75,4,0.11749999999999998,1
B083W4JW26,COOFANDY Men's Rain Jacket with Hood Waterproof Lightweight Active Long Raincoat,39.9927,4.6,54,0.24117510819177487,1
B083XHS9XY,Simple Joys by Carter's unisex-baby 5-pack Side Snap Short-sleeve Bodysuit,19.57,4.9,0,0.24072023809523807,1
B084HFMYG3,"Gildan Men's Underwear Cotton Stretch Boxer Briefs, Multipack",21.225,4.9,15,0.2969794372294372,1
B084Q3ZJ4G,"Fruit of the Loom Boys' and Toddler Boxer Briefs, Tag Free & Breathable Underwear, Assorted Color Multipacks",13.98,4.857142857142857,7,0.3374385021865889,1
B085C2KTNG,"Mens Swim Trunks Quick Dry Board Shorts with Mesh Lining, Breathable Fit Hawaii Beach Shorts Swimwear Bathing Suits",19.9939,4.75,0,0.12717460317460313,1
B085G4DXLK,Women Art silk Sarees SDPL-METRO,14.83,3.0,0,0.12999999999999995,1
B085NF55WL,COOFANDY Men's 2 Pack Gym Workout Shorts 7 Inch Quick Dry Athletic Shorts Lightweight Running Shorts with Pockets,29.9925,4.5,5,0.24535022015022015,1
B086KKT21F,Hanes Men's Lightweight Cotton Moisture-Wicking Tank Undershirts (6 Pack),21.98,4.636363636363637,2,0.29924445346320344,1
B086KKT23M,"Hanes Men's Moisture-Wicking Cotton Briefs, Available in White and Black, Multi-Packs Available",10.72,4.857142857142857,17,0.2012575863678805,1
B086KKT44V,"New Balance Men's 5"" Performance No Fly Boxer Brief (4 Pack)",17.47,4.8,0,0.20040833333333335,1
B086L1PM8V,"Hanes Men's Pocket Undershirt Pack, Cotton Crew Neck T-Shirt, Moisture Wicking Tee, Assorted 6-Pack",21.98,4.545454545454546,6,0.297563936484391,1
B086L57B7J,"Hanes Men's Cotton, Moisture-Wicking Crew Tee Undershirts, Multi-Packs Available",21.34,4.7,119,0.23157848486549462,1
B0872DSL47,Under Armour Boys' Brawler 2.0 Tapered Pants,22.5025,4.7,4,0.2664017857142857,1
B0874W4WQ9,Under Armour Men's HeatGear Compression Long-Sleeve T-Shirt,33.305,4.7272727272727275,15,0.298003848016835,1
B0874WD2B2,Under Armour Men's HeatGear Compression Short-Sleeve T-Shirt,26.071300000000004,4.909090909090909,8,0.3753023088023088,1
B0874WPYV6,Under Armour Boys' Logo Short Sleeve Tee Shirt,14.992500000000001,4.8,0,0.4329543450376784,1
B0874WWX2P,Under Armour Men's HeatGear Compression Shorts,26.671100000000003,4.8,0,0.2845805513930514,1
B087G2XPB2,Workout Shirts for Men Short Sleeve Quick Dry Athletic Gym Active T Shirt Moisture Wicking,29.9823,5.0,0,0.2229215229215229,1
B087YQCWKG,Under Armour Men's Charged Assert 9 Running Shoe,59.9914,4.9,78,0.33344616957116957,1
B08885RKFY,Wrangler Authentics Men's Relaxed Fit Stretch Cargo Pant,29.99,4.8,7,0.2764078144078144,1
B088CTB3KC,Adibosy Women Summer Casual Shirts: Short Sleeve Striped Tunic Tops - Womens Crew Neck Tee Tshirt Blouses,13.995,4.5,15,0.33204725829725834,1
B088GTRQY8,Volcom Men's Vmonty Chino Shorts,29.993299999999998,4.5,6,0.2717371794871795,1
B088NSCVG2,Onesies Brand Baby Boys' 4-Pack Sleep 'N Play Footies,23.99,4.9,6,0.32832341266507936,1
B089CJT9NX,Lee Women's Legendary Mid Rise Bootcut Jean,26.003899999999998,4.6,29,0.30640446839485297,1
B08BC4HDS2,Workout Shirts for Men Short Sleeve Quick Dry Athletic Gym Active T Shirt Moisture Wicking,29.9732,4.545454545454546,62,0.2418180953976408,1
B08BC5YNP3,COOFANDY Men's Casual Linen Pants Elastic Waist Drawstring Beach Summer Pants Lightweight Linen Trousers,35.991,4.4,35,0.2175810015925562,1
B08BG7WRTG,Carhartt Men's Loose Fit Washed Duck Insulated Active Jacket,119.98999999999998,4.9,56,0.29697571256066524,1
B08BG8D5TR,Carhartt Men's Loose Fit Washed Duck Sherpa-Lined Coat,129.99,4.9,15,0.3614380572109468,1
B08CBVFFZ6,HEAWISH Women's Floral Ballet Flats for Women Black Beige Slip On Flowers PU Leather Round Toe Dress Shoes,16.495,4.636363636363637,47,0.2895970506939121,1
B08CW7GW58,Amazon Essentials Women's Pointed-Toe Ballet Flat,23.7,4.5,52,0.20850881992508968,1
B08CZZZB1N,"Fruit of the Loom Men's Coolzone Boxer Briefs, Moisture Wicking & Breathable, Assorted Color Multipacks",24.74,3.9,205,0.25970183982683986,1
B08D2TC7BT,5 Pack Men's Active Quick Dry Fit Shorts - Athletic Running Gym Workout Casual Shorts with Pockets Bulk,28.4721,4.5,2,0.26905242574885435,1
B08DD9LQ9S,"Mens Single (1.28 X 2.00 mtrs) Colour Thalathi Border Dhoties for mens/fine quality Single Dhoties for men's, WHITE, 1.28x2.00 mtrs",20.0,3.6,0,0.18487179480512822,1
B08DP681C4,"Fruit of the Loom Men's Breathable Boxer Briefs, Moisture Wicking Underwear, Assorted Color Multipacks",17.9,4.9,18,0.3230999313186813,1
B08DXSSMYK,GUESS Women's Loven Sneaker,31.5149,4.8,17,0.19160621782764642,1
B08F2P8CS9,"Fruit of the Loom Men's Undershirts, Moisture Wicking & Tag Free, Short Sleeve Crew T-Shirts",21.48,4.818181818181818,92,0.2917676911751146,1
B08FBLCCWT,"Fruit of the Loom Men's Tag Free Knit Boxer Shorts, Relaxed Fit, Moisture Wicking, Assorted Color Multipacks",16.9035,5.0,0,0.0,1
B08FDXYMR5,Toddler Infant Baby Boy Clothes Striped Long Sleeve Hoodie Tops Sweatsuit Pants Outfit Set,23.9914,4.4,0,0.33501772186147183,1
B08G5FZK73,"HonestBaby Multipack Short Sleeve T-Shirt Tee 100% Organic Cotton Infant Baby, Toddler, Little Kids Boys, Girls, Unisex",24.9958,4.7,9,0.3306872441284206,1
B08GHLBW8P,Gerber Baby Boys' 4-Pack Footed Pajamas,23.003,4.6,2,0.24589880947460316,1
B08GKRNT2T,KuaiLu Womens Arch Support Flip Flops Comfortable Yoga Mat Slip on Summer Beach Walking Thong Cushion Sandals,0.0,4.5,97,0.3261685941043084,1
B08GZL48D9,"Fruit of the Loom Men's Tag Free Woven Boxer Shorts, Relaxed Fit, Moisture Wicking, Assorted Color Multipacks",19.9923,4.583333333333333,50,0.2803956911144411,1
B08HPT1516,Nike Club Men's Training Joggers,43.6612,4.1,0,0.468248334998335,1
B08JGBB9N1,BALENNZ Athletic Shorts for Men with Pockets and Elastic Waistband Quick Dry Activewear,29.9932,4.6,20,0.3247230379773483,1
B08JM661K7,Men's Cozy Hidden Expandable Waist Dress Pants | Premium Stretch Texture Weave Work to Weekend Pants,29.4535,4.454545454545454,4,0.3312615662656247,1
B08JTQP6VY,Men's Athletic Shorts with Pockets and Elastic Waistband Quick Dry Activewear Workout Shorts for Men,25.684000000000005,4.6,19,0.23115997088832957,1
B08KG88XXR,Avanova Women Polka Dot Long Sleeve Blouse Shirts Work Mock Neck Ruffle Top,28.99,4.6,15,0.2438863211919701,1
B08KL9BZ17,PUMA Men's Axelion Cross Trainer,40.005,4.7,2,0.4100826395826395,1
B08KZYTHWR,Feethit Womens Slip On Running Shoes Non Slip Walking Shoes Lightweight Gym Workout Shoes Breathable Fashion Sneakers,29.6324,4.0,232,0.25688153591437907,1
B08L8HGG6T,"Pair of Thieves Men's Athletic Cotton Low-Cut Socks - 6-Pack Cushioned Comfort Socks for Sports, Work & Casual Wear",9.7425,4.7,4,0.36013818030544215,1
B08L93432B,Newborn Baby Boy Girl Clothes Ribbed Knitted Cotton Long Sleeve Romper Long Pants Solid Color Fall Winter Outfits,14.991199999999997,4.8,0,0.22409020146520145,1
B08LT8LY5N,"Ultra Performance Mens 5 Pack Athletic Running Shorts, Basketball Gym Workout Shorts for Men with Zippered Pockets",32.996,4.4,21,0.0881156737998843,1
B08LTC498Q,"Ultra Performance 3 Pack Fleece Active Tech Joggers for Men, Mens Sweatpants with Zipper Pockets",34.9942,4.4,14,0.2941618104118104,1
B08M429KCV,Women Art Silk Lace Printed Saree Free Size (AIR),14.83,3.5,9,0.12354166666666663,1
B08ML4W3X1,adidas Men's Essentials Warm-Up Open Hem 3-Stripes Tracksuit Pants,23.0049,4.7,111,0.24959154774065487,1
B08MLNXBCB,adidas Men's Essentials 3-Stripes Tricot Jogger Pants,29.97,4.9,15,0.4340731120731121,1
B08MQWFCVF,Tommy Hilfiger Men's Brecon,39.9953,5.0,0,0.4237811791383219,1
B08NDMWJV9,INZCOU Running Shoes Lightweight Tennis Shoes Non Slip Gym Workout Shoes Breathable Mesh Walking Sneakers,36.9827,4.6,104,0.19896881813910178,1
B08NMPSNZ4,Levi's Mens Underwear Microfiber Boxer Brief for Men Ultra Soft 4 Pack,17.994,4.5,0,0.25789682539682535,1
B08P1NVJDW,"G Gradual Men's Sweatpants with Zipper Pockets Athletic Pants Traning Track Pants Joggers for Men Soccer, Running, Workout",29.99,4.7,56,0.2773052749129955,1
B08P52ZV47,The Children's Place Boys Multipack Basic Bootcut Jeans,55.4026,4.777777777777778,7,0.34385695065843624,1
B08PF4YNVQ,COOFANDY Mens Sport Coat Casual Blazer One Button Business Suit Jacket,73.99,4.4,63,0.2857214953026248,1
B08PYH5PCC,MEN'S NIKE THERMA PULLOVER HOODIE,58.1922,4.3,0,0.41067063492063494,1
B08Q3H4W7T,"Burt's Bees Baby Baby Boys Pajamas, 2-Piece Long Sleeve Tee and Long Pant Cotton PJ Set, Sizes for 12 Months to 12 Years",17.95,4.9,13,0.3303352498196248,1
B08Q86H92W,"Dockers Men's Perfect Classic Fit 8"" Shorts",24.4413,4.384615384615385,9,0.35036529127438215,1
B08QBDWX2C,"Lacoste Men's Cotton Stretch Big Croc Print Boxer Briefs, 3-Pack",28.410000000000004,4.9,0,0.30029978354978354,1
B08R652XRB,Sailwind Men's Drawstring Linen Pants Casual Summer Beach Loose Trousers,29.98,4.5,28,0.25883621111828714,1
B08SM3CDLN,ZITY Mens Polo Shirt Short Sleeve Sports Tactical T-Shirt Athletic Golf Polos Daily Casual Stylish Collared Shirts for Men,14.246299999999998,4.545454545454546,2,0.3274098124098124,1
B08SS8M9JT,Amazon Essentials Men's Packable Lightweight Water-Resistant Puffer Jacket (Available in Big & Tall),38.4,4.6,247,0.26327123703158184,1
B08T25KPN2,FANDEE Plus Size Maxi Dress for Women Casual Summer Sundress V-Neck 3/4 Sleeve,31.992,4.4,29,0.39738546176046174,1
B08TB5KMQ8,Lee Men's Extreme Motion Carolina Cargo Short,15.0057,4.9,38,0.3809735718150897,1
B08TBG1BPD,Women's Casual T Shirt Dress Summer Short Sleeve Swing Dresses with Pockets,19.99,4.6,20,0.42076322751322753,1
B08WKCT1CH,Lee Men's Relaxed Fit Straight Leg Jean,34.901,4.6,28,0.20945523739545474,1
B08Y5SNZTY,The Children'S Place Boys Basic Short Sleeve Tee,23.0856,4.9,10,0.3697073412698412,1
B08YRDNXJK,"33,000ft Men's Hooded Softshell Jacket Waterproof Lightweight Insulated Windbreaker Fleece Lined Rain Shell Jacket",59.989999999999995,4.8,88,0.3140933944384837,1
B08Z755PCH,Mioglrie Newborn Infant Baby Girl Clothes Romper Shorts Set Floral Summer Outfits Cute Baby Clothes Girl,14.98,4.8,0,0.45869196428571424,1
B08ZNZ9NFT,Calvin Klein mens Mid-weight Sherpa Lined Puffer,79.99,4.8,3,0.4243444943944944,1
B08ZQM6Y2B,Calvin Klein Men's Full Zip Down Puffer Coat,69.99,4.9,10,0.4816730769230769,1
B091M4492K,adidas Men's Hoops 3.0 Mid Sneaker,52.39300000000001,4.9,16,0.32593549874495253,1
B091MKD517,adidas Men's Entrada 22 Shorts,13.002800000000002,4.1,17,0.26770238095238097,1
B0921G7MCY,Calvin Klein Men's Snap Front Puffer Jacket,114.75,4.8,20,0.3132442929741066,1
B092YTHSSV,Gerber Baby 5-Pack Solid Onesie Bodysuits,14.99,4.9,5,0.2368576069752178,1
B093TXC5S1,Reebok womens Club C 85 Vintage,0.0,4.75,44,0.21189397068073537,1
B094C62WFQ,Dr. Scholl's Women's Time Off Sneaker,70.003,5.0,35,0.17820512820512815,1
B094JKXP76,TELALEO 6 or 5 Pack Compression Shorts for Men Spandex Sport Shorts Athletic Workout Running Performance Baselayer Underwear,27.99,4.6,47,0.13805044056692406,1
B096PFYLSH,"TOMS Women's, Alpargata Slip-On",19.952,4.5,9,0.28754710852419185,1
B096QFTC9Q,"Mens Sweatpants with Zipper Pockets Open Bottom Athletic Pants for Workout,Running,Training,Jogging,Gym",37.9924,4.5,7,0.30649296536190473,1
B096YJ8663,Amazon Essentials Men's Classic-Fit Stretch Golf Short (Available in Big & Tall),26.600000000000005,4.666666666666667,11,0.17948752148708944,1
B096YJWVDD,adidas Boys' Classic 3-Stripes Shorts,11.6653,4.7,2,0.2798193843416065,1
B096YLM4CK,Amazon Essentials mens Straight-fit Stretch Golf Pant,25.6712,4.4,15,0.31524656463705375,1
B096YM16SV,Amazon Essentials Men's Full-Zip Fleece Jacket (Available in Big & Tall),19.4432,4.5,20,0.2720092062466012,1
B096YQ5KTS,Amazon Essentials Men's Classic-Fit Expandable-Waist Pleated Dress Pant,26.162199999999995,4.6,14,0.31717045454545456,1
B097JVM91J,HEAWISH Women’s Ballet Flat Daisy Round Toe Dress Shoes Casual Slip On Rope Loafer,12.944999999999999,4.4,33,0.3473988095238095,1
B0983JZPV4,Fullfamous Baby Girl's 3pc Rib Frill Long Sleeve Romper and Pant Set,16.191,4.8,4,0.5256983865914787,1
B098KXZG2Z,Lee Men's Legendary Slim Straight Jean,34.905,4.545454545454546,0,0.32507628231942803,1
B098QPTCF8,"JUNBAOSS Men's Slim Fit Stretch Jeans Ripped Skinny Jeans for Men, Distressed Straight Leg Fashion Comfort Flex Waist Pants",33.99,4.5,2,0.30044011541233767,1
B09B52VSNC,5 Pack Men's Dry Fit T Shirts Athletic Running Gym Workout Short Sleeve Tee Shirts for Men,24.997,4.4,40,0.2636666341983981,1
B09BVPH8FX,QPNGRP Mens Waterproof Ski Snowboard Jacket Winter Windproof Snow Coat,63.989999999999995,4.8,2,0.29060912698412694,1
B09CD5QCJJ,LBL Leading the Better Life Men's Sweat Suit 2 Piece Outfit Casual Contrast Sports Jogging Tracksuits Set,43.99,4.1,16,0.3682035713888889,1
B09CGWK6PR,CRZ YOGA Men's Linerless Workout Shorts - 7'' Quick Dry for Running Sports Athletic Gym with Pockets,28.0,4.9,10,0.3612691413524747,1
B09CVB14HY,"Men's Cotton Dhoti/Kerala Style Dhoti, 2.0meter (Pack of 2), Light Brown&Grey, Free Size",24.47,3.7,3,0.22208333333333333,1
B09FCBZ4YK,"Hanes Men's Underwear Boxer Briefs, Cotton Stretch Moisture-Wicking Underwear, Multi-pack",26.0,4.9,0,0.446047619047619,1
B09GHFT3M9,Nine West Women's One Step Ready Pull On Jegging,21.7946,4.7,10,0.39416666666666667,1
B09GK5CYD7,Rock & Republic Men's Relaxed Straight Jean,24.5351,4.9,5,0.3531488095238095,1
B09GRXDMF6,Amazon Essentials Men's Athletic-Fit Stretch Jeans,26.6,4.5,47,0.22883222242238635,1
B09H79QJSH,"G Gradual Men's Sweatpants with Zipper Pockets Tapered Joggers for Men Athletic Pants for Workout, Jogging, Running",29.9925,4.8,39,0.31811024531024523,1
B09J18SNGM,SOMTHRON Men's Casual Trench Coat Slim Fit Notched Collar Long Jacket Overcoat Single Breasted Pea Coat wih Pockets,54.989999999999995,4.4,9,0.18516599769308095,1
B09JFQ74YX,SUNNY PIGGY Newborn Infant Baby Girl Clothes Ruffle Romper Toddler Girl Floral Cotton Pant Sets Girls Clothing Outfit,14.98,5.0,0,0.29761904761904756,1
B09JFZTWVJ,J.VER Men's Dress Shirts Solid Long Sleeve Stretch Wrinkle-Free Formal Shirt Business Casual Button Down Shirts,19.99,4.833333333333333,12,0.36482262014080197,1
B09JYPMWP2,Levi Strauss Signature Gold Men's Athletic Fit Jeans,31.99,4.7272727272727275,10,0.3405160271217584,1
B09K1K8117,Levi Strauss Signature Gold Women's Modern Straight Jeans,27.99,5.0,0,0.2334061237907392,1
B09K1PMWR6,Levi Strauss Signature Gold Men's Slim Fit Jeans,27.99,4.7,34,0.29337367234762923,1
B09KMB7QB4,"Dickies 5 Pack Mens Boxer Briefs With Pouch, Moisture Wicking Performance Underwear For Men",14.995,3.7,0,0.2899759615761905,1
B09KVJHLKV,"Rameshwaram Fabrics Men's Silk Ready to Wear Dhoti for men (Readymade Dhoti Pant with Dupatta), Suitable with Kurta, Free Size, Cream, Free Size",32.0,3.6666666666666665,2,-0.03333333333333335,1
B09KWY2C3W,Real Essentials 3 Pack: Men's Mesh Athletic Gym Workout Lounge Open Bottom Sweatpants with Pockets (Available in Big & Tall),34.99,4.5,25,0.2057753941462975,1
B09L4N3BD7,EKLENTSON Men's Winter Jacket Thick Thermal Cotton Warm Fleece Lined Coat Trucker Lapel Work Cargo Jackets for Men,69.98,4.8,13,0.3324384395366538,1
B09LH6CFNH,CHICGAL Summer Dresses for Women Beach Cover Ups Strapless Boho Floral Print Sundress,14.7924,4.6,48,0.34343439399042847,1
B09LQSKLX8,MAGCOMSEN Men's Winter Jacket Lined Sherpa Jacket Warm Trucker Coat Multi Pocket,69.988,4.3,13,0.28002158374033376,1
B09LSJKWMV,Lee Men's Extreme Motion Crossroad Cargo Short,19.9943,4.7,11,0.2987126329112075,1
B09M6RJCRV,ELETOP Men's Swim Trunks Quick Dry Bathing Suit Swimming Board Shorts Mesh Lining Beach Swimwear,19.99,4.9,0,0.5267556689342403,1
B09MHPSWY2,ZITY 5 Pack Mens Polo Shirt Short Sleeve Sports Golf Tennis T-Shirt Moisture-Wicking Summer Shirts,68.3935,4.6,2,0.24828368853368848,1
B09MJF72CL,Blooming Jelly Womens White Blouse V Neck Ruffle Sleeve Flowy Shirts Dressy Casual Cute Summer Tops,19.9933,4.6,0,0.4201649659863945,1
B09N3T5H8M,Dokotoo Women's V Neck Lace Crochet Eyelet Tops Short Sleeve Casual Shirts Blouses,29.99,3.5,297,0.2271845238095238,1
B09NF2Y5Y5,Under Armour Boys' Elite Short Sleeve T-Shirt,11.0015,4.7,0,0.40236452402816036,1
B09NMJ14NP,Nike Men's Running Shoe,49.0032,4.5,3,0.3405189075344538,1
B09NMN9C21,Wrangler Men's Free to Stretch Relaxed Fit Jeans,29.992399999999996,4.7,2,0.31219672346092797,1
B09NMPH8Y7,Wrangler Authentics Men's Athletic Fit Stretch Jean,29.05,4.5,4,0.3666428571650794,1
B09NN25LWJ,TAOHUADAO Womens 2025 Summer 3/4 Sleeve Tunic Tops Chiffon Work Blouse V-Neck Dressy Casual Shirt,19.99,4.5,16,0.32330539286421633,1
B09PDMRNNZ,KDF Flare Jeans for Women Women's Bootcut Bell Bottom Jeans High Waisted Stretch Slimming Bell Bottoms Jeans,36.66,4.4,38,0.26858700327450324,1
B09PF7NPPZ,Champion Men's Every Day Comfort Stretch Cotton Boxer Briefs,36.99,5.0,0,0.0,1
B09PYTB8SD,"Men's 5"" Running Shorts 2 Pack Quick Dry Athletic Workout Gym Shorts with Zipper Pockets",21.9915,4.6,10,0.2803444635408451,1
B09Q618MMY,Mens Chinos Slim Fit Pants Flat Front Stretch Skinny Tapered Dress Pants Comfort Casual Solid Trousers,38.99,3.5,11,0.2596393247955748,1
B09Q7Y2SJD,"Tralilbee Women's Plus Size Tops Casual Blouse Short Sleeve Lace Crochet Tunic Tops, M-4XL",18.99,4.833333333333333,2,0.2854315476190476,1
